<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MAIL,60,20200818,180000,2075.8000000,2082.0000000,2067.0000000,2069.2000000,23723
MAIL,60,20200818,190000,2068.2000000,2085.0000000,2062.0000000,2080.0000000,19006
MAIL,60,20200819,110000,2085.8000000,2119.4000000,2083.0000000,2116.0000000,47173
MAIL,60,20200819,120000,2116.2000000,2134.6000000,2115.0000000,2133.2000000,66764
MAIL,60,20200819,130000,2133.8000000,2149.0000000,2127.2000000,2135.6000000,70002
MAIL,60,20200819,140000,2135.6000000,2156.0000000,2130.4000000,2153.4000000,72272
MAIL,60,20200819,150000,2152.4000000,2164.0000000,2150.8000000,2163.2000000,45241
MAIL,60,20200819,160000,2163.2000000,2169.0000000,2144.8000000,2159.8000000,66333
MAIL,60,20200819,170000,2159.6000000,2166.0000000,2150.6000000,2155.0000000,52154
MAIL,60,20200819,180000,2155.0000000,2160.0000000,2150.0000000,2159.8000000,51336
MAIL,60,20200819,190000,2159.2000000,2195.0000000,2154.4000000,2163.0000000,112704
MAIL,60,20200820,110000,2169.4000000,2189.2000000,2120.6000000,2127.2000000,134008
MAIL,60,20200820,120000,2127.6000000,2164.2000000,2125.2000000,2155.0000000,49145
MAIL,60,20200820,130000,2155.8000000,2161.0000000,2141.6000000,2145.4000000,29235
MAIL,60,20200820,140000,2145.4000000,2146.2000000,2128.0000000,2134.4000000,33095
MAIL,60,20200820,150000,2133.4000000,2148.8000000,2124.8000000,2128.2000000,59137
MAIL,60,20200820,160000,2128.4000000,2134.2000000,2121.0000000,2121.2000000,55907
MAIL,60,20200820,170000,2121.0000000,2124.8000000,2110.0000000,2114.0000000,36079
MAIL,60,20200820,180000,2114.6000000,2138.0000000,2114.0000000,2133.6000000,37048
MAIL,60,20200820,190000,2135.4000000,2137.0000000,2117.0000000,2128.8000000,20824
MAIL,60,20200821,110000,2148.8000000,2158.6000000,2120.2000000,2158.6000000,58732
MAIL,60,20200821,120000,2157.4000000,2169.0000000,2152.2000000,2162.0000000,51431
MAIL,60,20200821,130000,2161.0000000,2186.2000000,2160.0000000,2184.4000000,39357
MAIL,60,20200821,140000,2184.6000000,2224.0000000,2176.2000000,2217.8000000,112613
MAIL,60,20200821,150000,2217.0000000,2219.0000000,2155.0000000,2170.8000000,68311
MAIL,60,20200821,160000,2170.6000000,2180.0000000,2148.2000000,2172.0000000,74379
MAIL,60,20200821,170000,2171.8000000,2190.2000000,2160.4000000,2172.2000000,36600
MAIL,60,20200821,180000,2172.2000000,2180.0000000,2161.2000000,2170.6000000,32412
MAIL,60,20200821,190000,2170.4000000,2171.0000000,2146.0000000,2150.0000000,64522
MAIL,60,20200824,110000,2174.8000000,2214.8000000,2172.2000000,2185.8000000,92567
MAIL,60,20200824,120000,2186.0000000,2199.8000000,2184.0000000,2195.0000000,58849
MAIL,60,20200824,130000,2193.8000000,2203.0000000,2190.0000000,2197.2000000,64197
MAIL,60,20200824,140000,2197.2000000,2200.0000000,2190.2000000,2196.0000000,40074
MAIL,60,20200824,150000,2196.0000000,2203.8000000,2193.0000000,2198.0000000,29624
MAIL,60,20200824,160000,2198.0000000,2199.6000000,2186.0000000,2194.6000000,34134
MAIL,60,20200824,170000,2196.8000000,2202.0000000,2188.0000000,2193.8000000,51116
MAIL,60,20200824,180000,2193.8000000,2193.8000000,2180.0000000,2188.4000000,29418
MAIL,60,20200824,190000,2188.6000000,2190.4000000,2180.2000000,2182.6000000,16097
MAIL,60,20200825,110000,2192.0000000,2225.8000000,2190.0000000,2221.0000000,92460
MAIL,60,20200825,120000,2221.0000000,2267.8000000,2215.0000000,2264.6000000,125796
MAIL,60,20200825,130000,2264.4000000,2265.0000000,2231.6000000,2256.2000000,52502
MAIL,60,20200825,140000,2256.0000000,2278.0000000,2252.8000000,2270.2000000,51174
MAIL,60,20200825,150000,2270.2000000,2323.4000000,2270.0000000,2322.0000000,134069
MAIL,60,20200825,160000,2321.8000000,2344.8000000,2301.2000000,2314.8000000,124246
MAIL,60,20200825,170000,2314.8000000,2321.8000000,2301.0000000,2306.4000000,59452
MAIL,60,20200825,180000,2307.8000000,2313.4000000,2303.0000000,2309.0000000,58904
MAIL,60,20200825,190000,2308.6000000,2319.0000000,2304.2000000,2314.0000000,53936
MAIL,60,20200826,110000,2350.0000000,2360.0000000,2321.8000000,2333.6000000,312955
MAIL,60,20200826,120000,2332.8000000,2339.0000000,2311.2000000,2335.0000000,125121
MAIL,60,20200826,130000,2335.8000000,2357.4000000,2331.2000000,2344.6000000,78018
MAIL,60,20200826,140000,2344.8000000,2353.0000000,2339.0000000,2348.2000000,122405
MAIL,60,20200826,150000,2348.2000000,2349.4000000,2282.2000000,2321.0000000,259867
MAIL,60,20200826,160000,2320.2000000,2326.0000000,2307.0000000,2313.0000000,60593
MAIL,60,20200826,170000,2312.4000000,2329.2000000,2308.0000000,2324.2000000,45060
MAIL,60,20200826,180000,2324.0000000,2345.8000000,2315.0000000,2320.2000000,64835
MAIL,60,20200826,190000,2320.8000000,2339.8000000,2315.0000000,2337.6000000,45060
MAIL,60,20200827,110000,2348.0000000,2448.0000000,2322.4000000,2441.4000000,312395
MAIL,60,20200827,120000,2440.4000000,2444.6000000,2365.0000000,2385.0000000,261774
MAIL,60,20200827,130000,2385.4000000,2392.0000000,2355.2000000,2363.6000000,106200
MAIL,60,20200827,140000,2363.6000000,2378.0000000,2357.0000000,2362.0000000,58472
MAIL,60,20200827,150000,2362.8000000,2380.0000000,2348.2000000,2365.0000000,63216
MAIL,60,20200827,160000,2365.2000000,2369.6000000,2350.0000000,2354.0000000,45363
MAIL,60,20200827,170000,2353.8000000,2357.4000000,2345.4000000,2347.8000000,36911
MAIL,60,20200827,180000,2348.6000000,2350.0000000,2304.0000000,2331.0000000,70081
MAIL,60,20200827,190000,2331.0000000,2355.0000000,2320.0000000,2335.2000000,68628
MAIL,60,20200828,110000,2340.0000000,2359.0000000,2262.8000000,2294.8000000,154418
MAIL,60,20200828,120000,2296.0000000,2300.0000000,2280.2000000,2298.4000000,51391
MAIL,60,20200828,130000,2298.6000000,2316.6000000,2296.0000000,2300.0000000,65814
MAIL,60,20200828,140000,2300.0000000,2305.0000000,2295.0000000,2300.0000000,47970
MAIL,60,20200828,150000,2300.0000000,2307.8000000,2295.0000000,2301.8000000,101422
MAIL,60,20200828,160000,2301.2000000,2314.6000000,2301.0000000,2307.8000000,49694
MAIL,60,20200828,170000,2307.8000000,2328.0000000,2294.4000000,2303.8000000,73545
MAIL,60,20200828,180000,2303.8000000,2313.4000000,2301.0000000,2308.6000000,21606
MAIL,60,20200828,190000,2308.6000000,2310.2000000,2295.0000000,2299.0000000,33947
MAIL,60,20200831,110000,2314.2000000,2348.0000000,2304.8000000,2332.2000000,57713
MAIL,60,20200831,120000,2332.2000000,2355.0000000,2330.6000000,2353.8000000,66102
MAIL,60,20200831,130000,2354.8000000,2355.6000000,2330.2000000,2335.2000000,53163
MAIL,60,20200831,140000,2335.2000000,2345.8000000,2331.0000000,2342.0000000,21823
MAIL,60,20200831,150000,2343.4000000,2363.0000000,2342.0000000,2347.8000000,29387
MAIL,60,20200831,160000,2347.8000000,2364.8000000,2347.0000000,2361.6000000,30451
MAIL,60,20200831,170000,2361.6000000,2364.8000000,2325.0000000,2332.0000000,53413
MAIL,60,20200831,180000,2333.8000000,2356.0000000,2326.2000000,2335.0000000,31437
MAIL,60,20200831,190000,2335.0000000,2350.0000000,2335.0000000,2350.0000000,22211
MAIL,60,20200901,110000,2364.8000000,2415.8000000,2341.0000000,2389.0000000,161560
MAIL,60,20200901,120000,2389.0000000,2404.4000000,2381.4000000,2400.0000000,85921
MAIL,60,20200901,130000,2400.0000000,2409.4000000,2391.0000000,2398.4000000,61511
MAIL,60,20200901,140000,2399.2000000,2406.6000000,2392.2000000,2401.8000000,40207
MAIL,60,20200901,150000,2403.0000000,2403.0000000,2381.0000000,2393.4000000,46233
MAIL,60,20200901,160000,2395.0000000,2397.2000000,2385.0000000,2386.0000000,18271
MAIL,60,20200901,170000,2387.4000000,2394.8000000,2374.0000000,2385.0000000,49128
MAIL,60,20200901,180000,2385.0000000,2393.0000000,2378.6000000,2383.4000000,38754
MAIL,60,20200901,190000,2383.4000000,2391.0000000,2380.0000000,2390.0000000,25148
MAIL,60,20200902,110000,2403.4000000,2418.0000000,2400.0000000,2404.0000000,52303
MAIL,60,20200902,120000,2404.4000000,2405.4000000,2380.0000000,2391.6000000,54376
MAIL,60,20200902,130000,2391.8000000,2394.8000000,2385.2000000,2393.6000000,23359
MAIL,60,20200902,140000,2392.2000000,2393.2000000,2380.2000000,2389.8000000,18832
MAIL,60,20200902,150000,2389.6000000,2397.6000000,2375.6000000,2385.0000000,37348
MAIL,60,20200902,160000,2383.2000000,2388.6000000,2380.0000000,2388.6000000,16594
MAIL,60,20200902,170000,2388.6000000,2397.0000000,2351.2000000,2354.8000000,43435
MAIL,60,20200902,180000,2354.6000000,2358.6000000,2340.0000000,2351.0000000,136328
MAIL,60,20200902,190000,2350.4000000,2351.8000000,2310.8000000,2316.8000000,65075
MAIL,60,20200903,110000,2321.0000000,2375.0000000,2318.0000000,2331.8000000,97603
MAIL,60,20200903,120000,2331.6000000,2343.6000000,2325.0000000,2336.2000000,50556
MAIL,60,20200903,130000,2336.2000000,2344.4000000,2332.2000000,2333.0000000,49688
MAIL,60,20200903,140000,2334.4000000,2340.0000000,2320.0000000,2320.2000000,34287
MAIL,60,20200903,150000,2320.6000000,2325.0000000,2315.0000000,2318.0000000,17492
MAIL,60,20200903,160000,2319.0000000,2319.6000000,2284.2000000,2288.4000000,48924
MAIL,60,20200903,170000,2288.6000000,2301.8000000,2272.8000000,2301.6000000,49297
MAIL,60,20200903,180000,2301.6000000,2307.2000000,2230.0000000,2258.8000000,110285
MAIL,60,20200903,190000,2259.8000000,2268.0000000,2236.0000000,2268.0000000,66209
MAIL,60,20200904,110000,2255.6000000,2310.0000000,2194.8000000,2235.8000000,179797
MAIL,60,20200904,120000,2239.0000000,2256.6000000,2233.4000000,2239.0000000,39611
MAIL,60,20200904,130000,2240.0000000,2244.6000000,2212.0000000,2213.0000000,68315
MAIL,60,20200904,140000,2213.0000000,2229.8000000,2206.4000000,2220.0000000,33729
MAIL,60,20200904,150000,2220.0000000,2224.0000000,2197.0000000,2198.8000000,53935
MAIL,60,20200904,160000,2198.8000000,2199.6000000,2170.8000000,2181.8000000,79287
MAIL,60,20200904,170000,2181.6000000,2191.2000000,2178.6000000,2186.8000000,77065
MAIL,60,20200904,180000,2186.8000000,2189.0000000,2160.0000000,2180.4000000,89262
MAIL,60,20200904,190000,2181.6000000,2216.6000000,2168.2000000,2200.0000000,65243
MAIL,60,20200907,110000,2220.0000000,2223.6000000,2174.0000000,2185.2000000,75413
MAIL,60,20200907,120000,2184.4000000,2191.0000000,2180.4000000,2186.2000000,26656
MAIL,60,20200907,130000,2186.2000000,2189.6000000,2178.0000000,2178.0000000,13587
MAIL,60,20200907,140000,2178.6000000,2189.6000000,2169.8000000,2189.6000000,26335
MAIL,60,20200907,150000,2189.6000000,2210.8000000,2189.2000000,2195.6000000,47982
MAIL,60,20200907,160000,2195.6000000,2199.6000000,2191.2000000,2192.0000000,9396
MAIL,60,20200907,170000,2193.0000000,2201.8000000,2191.2000000,2201.8000000,19947
MAIL,60,20200907,180000,2201.8000000,2202.0000000,2190.0000000,2192.4000000,36498
MAIL,60,20200907,190000,2192.2000000,2198.0000000,2180.2000000,2182.2000000,31874
MAIL,60,20200908,110000,2200.0000000,2205.0000000,2160.0000000,2175.8000000,67965
MAIL,60,20200908,120000,2176.4000000,2176.4000000,2132.2000000,2135.2000000,73112
MAIL,60,20200908,130000,2135.2000000,2139.4000000,2107.4000000,2112.6000000,79832
MAIL,60,20200908,140000,2111.2000000,2118.0000000,2090.0000000,2100.8000000,86065
MAIL,60,20200908,150000,2100.2000000,2115.8000000,2083.2000000,2090.0000000,58023
MAIL,60,20200908,160000,2090.0000000,2096.8000000,2081.0000000,2089.0000000,79690
MAIL,60,20200908,170000,2089.0000000,2090.0000000,2069.2000000,2078.0000000,61516
MAIL,60,20200908,180000,2077.8000000,2120.0000000,2077.0000000,2119.0000000,49813
MAIL,60,20200908,190000,2119.0000000,2122.8000000,2102.4000000,2110.2000000,18505
MAIL,60,20200909,110000,2106.6000000,2134.4000000,2072.4000000,2129.0000000,66910
MAIL,60,20200909,120000,2129.0000000,2170.0000000,2106.0000000,2154.0000000,78765
MAIL,60,20200909,130000,2152.8000000,2165.8000000,2140.2000000,2165.8000000,28886
MAIL,60,20200909,140000,2165.8000000,2166.0000000,2145.8000000,2158.8000000,34161
MAIL,60,20200909,150000,2158.6000000,2161.4000000,2124.0000000,2148.6000000,68612
MAIL,60,20200909,160000,2148.8000000,2148.8000000,2126.0000000,2136.0000000,31547
MAIL,60,20200909,170000,2136.0000000,2141.8000000,2122.0000000,2129.4000000,30503
MAIL,60,20200909,180000,2129.2000000,2148.0000000,2125.2000000,2146.6000000,13638
MAIL,60,20200909,190000,2146.8000000,2150.0000000,2143.0000000,2143.0000000,18242
MAIL,60,20200910,110000,2169.0000000,2181.2000000,2132.0000000,2150.2000000,57483
MAIL,60,20200910,120000,2150.0000000,2155.0000000,2128.6000000,2137.8000000,25511
MAIL,60,20200910,130000,2136.6000000,2138.0000000,2117.0000000,2125.0000000,37266
MAIL,60,20200910,140000,2124.4000000,2139.4000000,2122.0000000,2132.4000000,27632
MAIL,60,20200910,150000,2134.6000000,2137.6000000,2130.0000000,2136.8000000,7330
MAIL,60,20200910,160000,2136.0000000,2149.6000000,2129.0000000,2141.0000000,27160
MAIL,60,20200910,170000,2141.4000000,2153.4000000,2132.2000000,2149.6000000,36749
MAIL,60,20200910,180000,2149.6000000,2159.0000000,2136.0000000,2141.8000000,40706
MAIL,60,20200910,190000,2140.4000000,2144.4000000,2132.0000000,2138.2000000,21083
MAIL,60,20200911,110000,2145.2000000,2155.6000000,2120.0000000,2125.2000000,32786
MAIL,60,20200911,120000,2125.2000000,2128.6000000,2120.4000000,2127.0000000,24262
MAIL,60,20200911,130000,2126.8000000,2135.0000000,2125.0000000,2132.0000000,19473
MAIL,60,20200911,140000,2133.0000000,2133.4000000,2127.2000000,2127.6000000,8439
MAIL,60,20200911,150000,2127.6000000,2132.6000000,2127.0000000,2128.6000000,17585
MAIL,60,20200911,160000,2127.8000000,2132.8000000,2127.0000000,2127.6000000,19521
MAIL,60,20200911,170000,2128.6000000,2134.6000000,2124.0000000,2125.6000000,28422
MAIL,60,20200911,180000,2125.6000000,2136.8000000,2122.0000000,2135.4000000,58931
MAIL,60,20200911,190000,2134.8000000,2137.4000000,2125.0000000,2129.0000000,43270
MAIL,60,20200914,110000,2141.8000000,2160.0000000,2136.2000000,2152.2000000,66398
MAIL,60,20200914,120000,2152.2000000,2169.8000000,2150.0000000,2162.2000000,65399
MAIL,60,20200914,130000,2161.6000000,2185.0000000,2161.2000000,2184.8000000,59824
MAIL,60,20200914,140000,2183.2000000,2185.0000000,2175.0000000,2180.0000000,34369
MAIL,60,20200914,150000,2180.0000000,2180.0000000,2163.2000000,2176.6000000,26697
MAIL,60,20200914,160000,2175.2000000,2182.2000000,2172.0000000,2178.0000000,23056
MAIL,60,20200914,170000,2178.0000000,2185.4000000,2174.0000000,2183.4000000,29931
MAIL,60,20200914,180000,2184.0000000,2225.0000000,2183.0000000,2224.4000000,82789
MAIL,60,20200914,190000,2224.8000000,2247.0000000,2210.0000000,2210.0000000,72428
MAIL,60,20200915,110000,2237.4000000,2241.6000000,2211.6000000,2240.8000000,65521
MAIL,60,20200915,120000,2240.0000000,2247.6000000,2226.8000000,2236.8000000,44206
MAIL,60,20200915,130000,2235.4000000,2246.8000000,2230.0000000,2242.0000000,28316
MAIL,60,20200915,140000,2243.4000000,2278.8000000,2241.0000000,2270.8000000,59306
MAIL,60,20200915,150000,2270.8000000,2279.6000000,2260.4000000,2278.8000000,31854
MAIL,60,20200915,160000,2278.8000000,2288.0000000,2259.2000000,2270.4000000,57929
MAIL,60,20200915,170000,2270.6000000,2275.0000000,2262.4000000,2270.0000000,31372
MAIL,60,20200915,180000,2268.2000000,2271.6000000,2248.4000000,2248.6000000,36747
MAIL,60,20200915,190000,2248.6000000,2257.0000000,2222.0000000,2228.8000000,59634
MAIL,60,20200916,110000,2235.0000000,2259.8000000,2184.8000000,2215.4000000,96431
MAIL,60,20200916,120000,2215.2000000,2215.6000000,2188.0000000,2196.0000000,46819
MAIL,60,20200916,130000,2196.2000000,2197.4000000,2178.0000000,2184.6000000,54763
MAIL,60,20200916,140000,2184.0000000,2196.0000000,2181.4000000,2190.4000000,43995
MAIL,60,20200916,150000,2192.2000000,2200.0000000,2185.0000000,2193.2000000,52548
MAIL,60,20200916,160000,2192.8000000,2192.8000000,2180.4000000,2183.0000000,42129
MAIL,60,20200916,170000,2183.6000000,2186.2000000,2180.0000000,2183.2000000,30101
MAIL,60,20200916,180000,2183.2000000,2187.8000000,2169.8000000,2175.0000000,74454
MAIL,60,20200916,190000,2175.8000000,2179.0000000,2166.0000000,2177.0000000,48912
MAIL,60,20200917,110000,2160.0000000,2177.0000000,2134.0000000,2172.6000000,57950
MAIL,60,20200917,120000,2175.0000000,2176.8000000,2152.2000000,2160.0000000,41052
MAIL,60,20200917,130000,2161.0000000,2162.0000000,2154.6000000,2155.4000000,34641
MAIL,60,20200917,140000,2155.4000000,2159.8000000,2145.6000000,2154.2000000,39808
MAIL,60,20200917,150000,2153.0000000,2163.6000000,2148.2000000,2159.2000000,24329
MAIL,60,20200917,160000,2159.2000000,2191.0000000,2159.2000000,2180.0000000,77165
MAIL,60,20200917,170000,2180.0000000,2180.0000000,2142.0000000,2148.6000000,58247
MAIL,60,20200917,180000,2148.4000000,2153.2000000,2140.0000000,2142.8000000,60183
MAIL,60,20200917,190000,2142.8000000,2222.0000000,2141.4000000,2222.0000000,264169
MAIL,60,20200918,110000,2192.0000000,2214.0000000,2172.4000000,2182.0000000,47219
MAIL,60,20200918,120000,2182.0000000,2191.0000000,2177.2000000,2189.0000000,20023
MAIL,60,20200918,130000,2190.0000000,2205.8000000,2189.0000000,2203.4000000,29287
MAIL,60,20200918,140000,2203.4000000,2210.0000000,2197.0000000,2207.2000000,18483
MAIL,60,20200918,150000,2208.0000000,2223.8000000,2202.2000000,2220.4000000,63037
MAIL,60,20200918,160000,2221.6000000,2224.0000000,2203.0000000,2219.6000000,58211
MAIL,60,20200918,170000,2218.6000000,2221.0000000,2200.0000000,2204.6000000,36721
MAIL,60,20200918,180000,2204.6000000,2211.0000000,2202.0000000,2210.6000000,26487
MAIL,60,20200918,190000,2210.8000000,2223.0000000,2209.6000000,2220.0000000,47686
MAIL,60,20200921,110000,2222.0000000,2238.0000000,2181.0000000,2182.2000000,100308
MAIL,60,20200921,120000,2182.2000000,2214.0000000,2170.4000000,2200.0000000,70782
MAIL,60,20200921,130000,2200.2000000,2215.0000000,2195.4000000,2198.0000000,28841
MAIL,60,20200921,140000,2197.2000000,2199.4000000,2186.4000000,2192.0000000,30463
MAIL,60,20200921,150000,2191.6000000,2200.0000000,2185.2000000,2200.0000000,17414
MAIL,60,20200921,160000,2200.0000000,2203.0000000,2181.4000000,2183.0000000,19281
MAIL,60,20200921,170000,2182.8000000,2197.0000000,2176.0000000,2188.0000000,58510
MAIL,60,20200921,180000,2188.0000000,2189.2000000,2176.4000000,2178.0000000,52044
MAIL,60,20200921,190000,2177.6000000,2184.8000000,2177.0000000,2180.0000000,21779
MAIL,60,20200921,200000,2180.0000000,2190.0000000,2170.2000000,2189.0000000,2157
MAIL,60,20200921,210000,2188.8000000,2196.0000000,2186.0000000,2192.0000000,2426
MAIL,60,20200921,220000,2191.0000000,2194.0000000,2185.4000000,2188.8000000,1501
MAIL,60,20200921,230000,2188.0000000,2194.0000000,2186.4000000,2192.0000000,3774
MAIL,60,20200922,000000,2192.0000000,2205.6000000,2191.0000000,2202.4000000,3827
MAIL,60,20200922,110000,2202.2000000,2245.8000000,2188.0000000,2235.6000000,119481
MAIL,60,20200922,120000,2236.2000000,2250.2000000,2213.6000000,2233.0000000,162198
MAIL,60,20200922,130000,2233.4000000,2245.0000000,2228.2000000,2242.0000000,65144
MAIL,60,20200922,140000,2242.8000000,2264.8000000,2231.2000000,2249.8000000,116217
MAIL,60,20200922,150000,2249.6000000,2259.0000000,2232.8000000,2238.6000000,64358
MAIL,60,20200922,160000,2238.0000000,2250.2000000,2232.0000000,2250.0000000,31868
MAIL,60,20200922,170000,2250.0000000,2250.0000000,2237.0000000,2238.4000000,29866
MAIL,60,20200922,180000,2239.4000000,2240.0000000,2225.2000000,2232.0000000,22083
MAIL,60,20200922,190000,2232.2000000,2248.8000000,2221.2000000,2244.0000000,16757
MAIL,60,20200922,200000,2244.0000000,2260.0000000,2236.2000000,2255.0000000,18882
MAIL,60,20200922,210000,2254.0000000,2277.0000000,2252.8000000,2276.0000000,32096
MAIL,60,20200922,220000,2276.0000000,2285.4000000,2267.4000000,2285.4000000,34349
MAIL,60,20200922,230000,2285.4000000,2357.6000000,2284.0000000,2312.6000000,137040
MAIL,60,20200923,000000,2312.6000000,2319.0000000,2301.0000000,2307.2000000,25058
MAIL,60,20200923,110000,2350.2000000,2419.0000000,2350.0000000,2384.2000000,428246
MAIL,60,20200923,120000,2383.8000000,2439.8000000,2380.0000000,2413.2000000,320505
MAIL,60,20200923,130000,2415.0000000,2419.8000000,2392.0000000,2397.2000000,182323
MAIL,60,20200923,140000,2395.0000000,2396.4000000,2358.8000000,2375.0000000,93736
MAIL,60,20200923,150000,2375.0000000,2410.0000000,2373.6000000,2397.0000000,77259
MAIL,60,20200923,160000,2396.6000000,2400.0000000,2388.0000000,2399.8000000,62864
MAIL,60,20200923,170000,2399.8000000,2400.0000000,2371.0000000,2371.0000000,62281
MAIL,60,20200923,180000,2373.2000000,2378.0000000,2352.0000000,2374.0000000,91686
MAIL,60,20200923,190000,2374.8000000,2379.0000000,2351.0000000,2351.0000000,60299
MAIL,60,20200923,200000,2250.0000000,2300.0000000,2206.2000000,2269.8000000,322078
MAIL,60,20200923,210000,2268.6000000,2295.0000000,2260.0000000,2292.2000000,52737
MAIL,60,20200923,220000,2292.6000000,2294.6000000,2269.0000000,2273.0000000,28389
MAIL,60,20200923,230000,2272.6000000,2284.4000000,2265.0000000,2279.2000000,29390
MAIL,60,20200924,000000,2279.2000000,2329.0000000,2278.0000000,2325.2000000,32310
MAIL,60,20200924,110000,2296.8000000,2296.8000000,2180.8000000,2222.0000000,886008
MAIL,60,20200924,120000,2222.6000000,2261.2000000,2217.4000000,2241.4000000,219509
MAIL,60,20200924,130000,2241.4000000,2247.4000000,2222.2000000,2231.0000000,102173
MAIL,60,20200924,140000,2230.4000000,2237.8000000,2213.0000000,2225.2000000,112107
MAIL,60,20200924,150000,2225.0000000,2238.0000000,2211.2000000,2215.0000000,132839
MAIL,60,20200924,160000,2213.4000000,2219.2000000,2185.0000000,2201.8000000,240237
MAIL,60,20200924,170000,2201.8000000,2202.0000000,2179.0000000,2198.2000000,179056
MAIL,60,20200924,180000,2198.0000000,2204.4000000,2188.2000000,2191.8000000,149551
MAIL,60,20200924,190000,2191.4000000,2199.8000000,2188.4000000,2196.0000000,73713
MAIL,60,20200924,200000,2207.0000000,2216.0000000,2199.0000000,2210.0000000,24060
MAIL,60,20200924,210000,2210.0000000,2219.0000000,2209.0000000,2218.8000000,21240
MAIL,60,20200924,220000,2218.8000000,2221.0000000,2213.2000000,2215.4000000,19531
MAIL,60,20200924,230000,2216.6000000,2216.8000000,2204.0000000,2208.0000000,9395
MAIL,60,20200925,000000,2208.0000000,2218.0000000,2207.0000000,2216.6000000,5605
MAIL,60,20200925,110000,2227.0000000,2229.4000000,2182.0000000,2185.4000000,161141
MAIL,60,20200925,120000,2185.4000000,2210.0000000,2163.0000000,2208.0000000,140150
MAIL,60,20200925,130000,2208.6000000,2209.0000000,2186.0000000,2190.6000000,39394
MAIL,60,20200925,140000,2190.8000000,2195.0000000,2186.0000000,2189.0000000,25229
MAIL,60,20200925,150000,2187.8000000,2189.6000000,2180.0000000,2184.0000000,68688
MAIL,60,20200925,160000,2184.0000000,2189.8000000,2175.0000000,2180.6000000,65672
MAIL,60,20200925,170000,2180.4000000,2193.6000000,2180.0000000,2188.0000000,58327
MAIL,60,20200925,180000,2188.0000000,2198.0000000,2185.0000000,2194.2000000,38057
MAIL,60,20200925,190000,2193.4000000,2195.8000000,2178.0000000,2185.0000000,47018
MAIL,60,20200925,200000,2185.0000000,2200.0000000,2185.0000000,2193.6000000,12393
MAIL,60,20200925,210000,2193.6000000,2197.8000000,2193.6000000,2195.6000000,7688
MAIL,60,20200925,220000,2195.6000000,2206.0000000,2195.0000000,2199.2000000,9673
MAIL,60,20200925,230000,2200.0000000,2204.8000000,2199.0000000,2201.4000000,10907
MAIL,60,20200926,000000,2201.8000000,2204.0000000,2200.0000000,2200.0000000,8354
MAIL,60,20200928,110000,2183.0000000,2240.0000000,2181.2000000,2210.4000000,134460
MAIL,60,20200928,120000,2211.0000000,2226.0000000,2210.0000000,2218.0000000,91714
MAIL,60,20200928,130000,2217.0000000,2226.8000000,2205.4000000,2208.0000000,91610
MAIL,60,20200928,140000,2206.8000000,2222.0000000,2203.2000000,2218.8000000,62879
MAIL,60,20200928,150000,2218.8000000,2219.0000000,2205.6000000,2209.0000000,54666
MAIL,60,20200928,160000,2209.2000000,2212.8000000,2204.0000000,2210.0000000,35087
MAIL,60,20200928,170000,2210.0000000,2210.0000000,2183.0000000,2188.8000000,87160
MAIL,60,20200928,180000,2191.0000000,2201.8000000,2180.0000000,2183.0000000,92436
MAIL,60,20200928,190000,2182.6000000,2187.4000000,2170.0000000,2186.2000000,97217
MAIL,60,20200928,200000,2196.4000000,2196.4000000,2182.0000000,2190.0000000,11854
MAIL,60,20200928,210000,2191.6000000,2194.4000000,2190.8000000,2194.0000000,5792
MAIL,60,20200928,220000,2193.6000000,2198.0000000,2193.0000000,2197.6000000,8011
MAIL,60,20200928,230000,2197.6000000,2199.8000000,2196.6000000,2199.8000000,8110
MAIL,60,20200929,000000,2199.8000000,2210.4000000,2199.0000000,2210.0000000,16184
MAIL,60,20200929,110000,2218.0000000,2219.4000000,2173.6000000,2174.8000000,114765
MAIL,60,20200929,120000,2174.6000000,2180.0000000,2150.2000000,2176.0000000,137685
MAIL,60,20200929,130000,2177.6000000,2178.6000000,2170.0000000,2178.6000000,42612
MAIL,60,20200929,140000,2178.4000000,2178.6000000,2165.0000000,2168.0000000,55739
MAIL,60,20200929,150000,2168.0000000,2180.8000000,2160.4000000,2161.2000000,61579
MAIL,60,20200929,160000,2161.0000000,2165.0000000,2152.0000000,2154.8000000,84536
MAIL,60,20200929,170000,2154.0000000,2158.6000000,2140.2000000,2145.8000000,206787
MAIL,60,20200929,180000,2145.0000000,2156.4000000,2135.0000000,2141.2000000,128466
MAIL,60,20200929,190000,2140.0000000,2161.0000000,2136.0000000,2143.0000000,129996
MAIL,60,20200929,200000,2149.0000000,2165.2000000,2145.0000000,2157.0000000,20288
MAIL,60,20200929,210000,2157.8000000,2160.0000000,2155.0000000,2158.4000000,7165
MAIL,60,20200929,220000,2158.4000000,2164.6000000,2158.0000000,2162.2000000,6837
MAIL,60,20200929,230000,2162.4000000,2164.0000000,2157.0000000,2160.8000000,6239
MAIL,60,20200930,000000,2159.6000000,2162.4000000,2153.4000000,2156.2000000,9477
MAIL,60,20200930,110000,2143.0000000,2146.6000000,2125.6000000,2129.4000000,96507
MAIL,60,20200930,120000,2129.2000000,2131.0000000,2120.4000000,2124.0000000,76048
