<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MAIL,60,20200930,130000,2124.0000000,2127.6000000,2115.0000000,2126.8000000,88683
MAIL,60,20200930,140000,2127.8000000,2147.4000000,2123.4000000,2132.8000000,85279
MAIL,60,20200930,150000,2132.8000000,2147.0000000,2121.0000000,2142.6000000,78235
MAIL,60,20200930,160000,2142.6000000,2147.2000000,2131.0000000,2133.6000000,35488
MAIL,60,20200930,170000,2133.4000000,2135.2000000,2120.2000000,2127.8000000,79097
MAIL,60,20200930,180000,2127.8000000,2134.4000000,2120.2000000,2122.8000000,131962
MAIL,60,20200930,190000,2122.8000000,2142.0000000,2120.0000000,2136.2000000,128718
MAIL,60,20200930,200000,2137.2000000,2145.8000000,2125.0000000,2143.0000000,9144
MAIL,60,20200930,210000,2141.6000000,2144.2000000,2132.8000000,2140.0000000,5543
MAIL,60,20200930,220000,2140.0000000,2142.4000000,2134.2000000,2136.2000000,7271
MAIL,60,20200930,230000,2136.2000000,2137.6000000,2133.2000000,2137.0000000,7369
MAIL,60,20201001,000000,2137.0000000,2141.0000000,2135.0000000,2135.0000000,4556
MAIL,60,20201001,110000,2148.8000000,2150.8000000,2127.0000000,2133.4000000,100004
MAIL,60,20201001,120000,2133.4000000,2145.6000000,2131.0000000,2141.0000000,43365
MAIL,60,20201001,130000,2141.0000000,2174.8000000,2138.4000000,2164.4000000,60686
MAIL,60,20201001,140000,2163.4000000,2166.8000000,2151.0000000,2157.0000000,38429
MAIL,60,20201001,150000,2157.8000000,2170.0000000,2155.8000000,2164.6000000,25558
MAIL,60,20201001,160000,2163.2000000,2164.6000000,2155.0000000,2157.0000000,19900
MAIL,60,20201001,170000,2156.6000000,2162.0000000,2153.4000000,2156.6000000,21907
MAIL,60,20201001,180000,2155.4000000,2166.8000000,2149.6000000,2159.2000000,37464
MAIL,60,20201001,190000,2160.0000000,2163.0000000,2151.2000000,2162.2000000,40791
MAIL,60,20201001,200000,2169.6000000,2169.6000000,2151.4000000,2154.6000000,8282
MAIL,60,20201001,210000,2154.6000000,2162.0000000,2154.2000000,2159.8000000,3738
MAIL,60,20201001,220000,2160.0000000,2162.0000000,2154.8000000,2160.0000000,4588
MAIL,60,20201001,230000,2160.0000000,2161.0000000,2153.0000000,2156.2000000,3814
MAIL,60,20201002,000000,2158.6000000,2160.0000000,2155.0000000,2156.4000000,1312
MAIL,60,20201002,110000,2148.8000000,2165.8000000,2117.2000000,2162.4000000,69087
MAIL,60,20201002,120000,2162.4000000,2179.4000000,2160.0000000,2174.0000000,71824
MAIL,60,20201002,130000,2173.6000000,2188.0000000,2170.6000000,2177.8000000,62435
MAIL,60,20201002,140000,2177.8000000,2185.6000000,2170.0000000,2181.0000000,50933
MAIL,60,20201002,150000,2181.8000000,2200.0000000,2180.2000000,2191.4000000,83350
MAIL,60,20201002,160000,2192.2000000,2193.8000000,2174.0000000,2180.2000000,26775
MAIL,60,20201002,170000,2180.8000000,2194.6000000,2180.8000000,2192.2000000,40090
MAIL,60,20201002,180000,2192.4000000,2212.2000000,2190.0000000,2212.0000000,97957
MAIL,60,20201002,190000,2212.0000000,2219.0000000,2211.4000000,2218.8000000,57459
MAIL,60,20201002,200000,2218.4000000,2218.4000000,2205.4000000,2206.4000000,18322
MAIL,60,20201002,210000,2206.0000000,2210.0000000,2193.0000000,2200.0000000,12611
MAIL,60,20201002,220000,2200.0000000,2202.8000000,2195.0000000,2199.0000000,4380
MAIL,60,20201002,230000,2199.0000000,2206.8000000,2196.4000000,2204.0000000,4824
MAIL,60,20201003,000000,2200.6000000,2205.0000000,2199.6000000,2201.4000000,2742
MAIL,60,20201005,110000,2220.0000000,2224.8000000,2200.0000000,2205.4000000,67950
MAIL,60,20201005,120000,2205.4000000,2205.6000000,2185.0000000,2191.0000000,50750
MAIL,60,20201005,130000,2191.0000000,2199.2000000,2182.0000000,2183.0000000,47304
MAIL,60,20201005,140000,2182.6000000,2193.8000000,2178.6000000,2189.2000000,27732
MAIL,60,20201005,150000,2189.0000000,2193.2000000,2182.6000000,2184.0000000,20216
MAIL,60,20201005,160000,2185.6000000,2193.4000000,2179.2000000,2192.2000000,22404
MAIL,60,20201005,170000,2192.2000000,2194.0000000,2180.0000000,2181.2000000,23176
MAIL,60,20201005,180000,2181.4000000,2190.0000000,2180.0000000,2184.4000000,31603
MAIL,60,20201005,190000,2184.6000000,2189.0000000,2180.0000000,2180.0000000,83402
MAIL,60,20201005,200000,2188.4000000,2195.0000000,2188.4000000,2189.4000000,10692
MAIL,60,20201005,210000,2189.4000000,2190.0000000,2188.4000000,2190.0000000,4634
MAIL,60,20201005,220000,2190.0000000,2190.0000000,2189.0000000,2189.6000000,2478
MAIL,60,20201005,230000,2189.6000000,2199.0000000,2189.0000000,2197.0000000,7219
MAIL,60,20201006,000000,2197.4000000,2204.8000000,2197.4000000,2198.2000000,4962
MAIL,60,20201006,110000,2200.0000000,2202.0000000,2186.2000000,2200.0000000,28310
MAIL,60,20201006,120000,2199.8000000,2200.8000000,2187.6000000,2187.6000000,34221
MAIL,60,20201006,130000,2188.8000000,2188.8000000,2180.4000000,2182.0000000,37112
MAIL,60,20201006,140000,2181.6000000,2185.6000000,2179.0000000,2185.0000000,35588
MAIL,60,20201006,150000,2184.8000000,2189.4000000,2180.2000000,2182.4000000,23659
MAIL,60,20201006,160000,2182.4000000,2184.4000000,2177.0000000,2182.0000000,44843
MAIL,60,20201006,170000,2180.4000000,2185.0000000,2178.4000000,2183.2000000,17655
MAIL,60,20201006,180000,2183.2000000,2187.0000000,2179.0000000,2180.2000000,27861
MAIL,60,20201006,190000,2181.0000000,2182.4000000,2165.6000000,2170.8000000,55312
MAIL,60,20201006,200000,2170.0000000,2179.4000000,2165.0000000,2177.0000000,8447
MAIL,60,20201006,210000,2177.0000000,2179.2000000,2170.8000000,2174.2000000,2345
MAIL,60,20201006,220000,2174.2000000,2178.6000000,2156.8000000,2157.0000000,17828
MAIL,60,20201006,230000,2158.4000000,2171.6000000,2152.0000000,2157.6000000,28538
MAIL,60,20201007,000000,2157.6000000,2163.6000000,2155.6000000,2156.4000000,8195
MAIL,60,20201007,110000,2170.2000000,2175.0000000,2156.2000000,2167.6000000,24980
MAIL,60,20201007,120000,2167.0000000,2167.4000000,2157.4000000,2162.0000000,16449
MAIL,60,20201007,130000,2161.2000000,2162.0000000,2149.0000000,2152.2000000,31684
MAIL,60,20201007,140000,2151.0000000,2152.2000000,2146.6000000,2152.0000000,18313
MAIL,60,20201007,150000,2152.0000000,2154.2000000,2139.8000000,2147.4000000,28393
MAIL,60,20201007,160000,2149.4000000,2152.0000000,2142.0000000,2147.6000000,28107
MAIL,60,20201007,170000,2147.4000000,2151.4000000,2136.6000000,2139.6000000,37286
MAIL,60,20201007,180000,2139.6000000,2149.6000000,2132.4000000,2146.6000000,31676
MAIL,60,20201007,190000,2146.6000000,2158.8000000,2145.2000000,2154.0000000,14589
MAIL,60,20201007,200000,2154.0000000,2163.2000000,2143.2000000,2152.0000000,4837
MAIL,60,20201007,210000,2152.0000000,2157.0000000,2148.6000000,2153.6000000,2363
MAIL,60,20201007,220000,2153.8000000,2153.8000000,2148.6000000,2149.0000000,1473
MAIL,60,20201007,230000,2149.2000000,2154.6000000,2148.4000000,2152.4000000,6902
MAIL,60,20201008,000000,2152.6000000,2156.0000000,2152.0000000,2152.6000000,2777
MAIL,60,20201008,110000,2160.0000000,2185.4000000,2157.0000000,2183.2000000,56190
MAIL,60,20201008,120000,2183.4000000,2196.4000000,2175.2000000,2181.0000000,67597
MAIL,60,20201008,130000,2181.8000000,2185.0000000,2178.4000000,2182.8000000,36103
MAIL,60,20201008,140000,2183.0000000,2188.2000000,2180.0000000,2183.0000000,43622
MAIL,60,20201008,150000,2183.0000000,2183.4000000,2173.6000000,2179.6000000,29280
MAIL,60,20201008,160000,2180.8000000,2186.4000000,2162.0000000,2177.0000000,75551
MAIL,60,20201008,170000,2175.8000000,2180.0000000,2162.0000000,2165.0000000,39771
MAIL,60,20201008,180000,2165.0000000,2174.2000000,2163.2000000,2171.0000000,23974
MAIL,60,20201008,190000,2171.0000000,2182.8000000,2170.4000000,2179.2000000,30388
MAIL,60,20201008,200000,2162.0000000,2184.8000000,2162.0000000,2171.2000000,5849
MAIL,60,20201008,210000,2172.0000000,2177.0000000,2168.4000000,2173.0000000,2989
MAIL,60,20201008,220000,2171.2000000,2175.8000000,2168.0000000,2168.6000000,2667
MAIL,60,20201008,230000,2169.0000000,2172.0000000,2162.2000000,2167.2000000,6577
MAIL,60,20201009,000000,2167.2000000,2171.2000000,2165.2000000,2170.8000000,3059
MAIL,60,20201009,110000,2183.2000000,2185.4000000,2153.2000000,2157.8000000,37950
MAIL,60,20201009,120000,2156.6000000,2160.8000000,2150.4000000,2158.4000000,24991
MAIL,60,20201009,130000,2159.8000000,2165.0000000,2151.8000000,2158.6000000,18409
MAIL,60,20201009,140000,2158.8000000,2169.4000000,2158.6000000,2168.4000000,17393
MAIL,60,20201009,150000,2167.8000000,2172.8000000,2163.4000000,2166.8000000,22799
MAIL,60,20201009,160000,2166.8000000,2174.8000000,2160.2000000,2161.2000000,43897
MAIL,60,20201009,170000,2161.0000000,2176.0000000,2158.2000000,2170.2000000,33191
MAIL,60,20201009,180000,2170.0000000,2174.4000000,2164.8000000,2172.0000000,31869
MAIL,60,20201009,190000,2172.4000000,2172.8000000,2164.0000000,2171.8000000,25127
MAIL,60,20201009,200000,2171.8000000,2171.8000000,2163.0000000,2164.8000000,12641
MAIL,60,20201009,210000,2165.2000000,2171.0000000,2160.4000000,2169.8000000,3174
MAIL,60,20201009,220000,2169.8000000,2171.0000000,2166.0000000,2167.0000000,1140
MAIL,60,20201009,230000,2166.6000000,2168.0000000,2165.0000000,2166.0000000,2116
MAIL,60,20201010,000000,2167.0000000,2169.6000000,2166.0000000,2167.8000000,1368
MAIL,60,20201012,110000,2171.2000000,2216.4000000,2170.0000000,2201.6000000,177497
MAIL,60,20201012,120000,2201.6000000,2229.6000000,2198.6000000,2223.0000000,145543
MAIL,60,20201012,130000,2223.0000000,2228.6000000,2207.4000000,2226.4000000,61765
MAIL,60,20201012,140000,2226.4000000,2247.8000000,2221.8000000,2241.6000000,92624
MAIL,60,20201012,150000,2241.6000000,2250.0000000,2223.4000000,2232.0000000,100126
MAIL,60,20201012,160000,2232.0000000,2241.6000000,2228.0000000,2240.0000000,37044
MAIL,60,20201012,170000,2240.0000000,2243.8000000,2237.0000000,2239.8000000,41033
MAIL,60,20201012,180000,2239.0000000,2241.0000000,2235.2000000,2240.0000000,33600
MAIL,60,20201012,190000,2239.6000000,2240.0000000,2226.0000000,2239.8000000,51748
MAIL,60,20201012,200000,2239.8000000,2239.8000000,2226.0000000,2232.2000000,6785
MAIL,60,20201012,210000,2231.6000000,2233.0000000,2227.2000000,2231.0000000,4811
MAIL,60,20201012,220000,2231.0000000,2237.0000000,2230.4000000,2233.6000000,5390
MAIL,60,20201012,230000,2233.6000000,2236.6000000,2230.6000000,2235.0000000,11623
MAIL,60,20201013,000000,2235.0000000,2239.0000000,2233.6000000,2239.0000000,7680
MAIL,60,20201013,110000,2244.8000000,2283.4000000,2235.2000000,2271.8000000,180661
MAIL,60,20201013,120000,2272.2000000,2281.0000000,2262.4000000,2269.8000000,62331
MAIL,60,20201013,130000,2269.8000000,2269.8000000,2250.6000000,2258.0000000,64922
MAIL,60,20201013,140000,2258.0000000,2269.4000000,2254.4000000,2269.2000000,29976
MAIL,60,20201013,150000,2269.2000000,2272.0000000,2254.4000000,2256.6000000,52751
MAIL,60,20201013,160000,2256.6000000,2262.8000000,2255.0000000,2259.4000000,16166
MAIL,60,20201013,170000,2259.4000000,2268.8000000,2252.0000000,2255.6000000,54586
MAIL,60,20201013,180000,2255.4000000,2277.2000000,2255.0000000,2269.0000000,111374
MAIL,60,20201013,190000,2269.0000000,2272.0000000,2253.6000000,2270.0000000,148098
MAIL,60,20201013,200000,2270.0000000,2270.0000000,2259.0000000,2262.6000000,4832
MAIL,60,20201013,210000,2262.6000000,2263.0000000,2260.2000000,2260.2000000,5345
MAIL,60,20201013,220000,2260.2000000,2266.0000000,2260.0000000,2266.0000000,9913
MAIL,60,20201013,230000,2266.0000000,2268.0000000,2264.0000000,2267.0000000,6527
MAIL,60,20201014,000000,2267.0000000,2272.0000000,2265.2000000,2268.0000000,9861
MAIL,60,20201014,110000,2270.4000000,2277.8000000,2241.6000000,2262.2000000,59370
MAIL,60,20201014,120000,2263.4000000,2277.0000000,2263.4000000,2274.2000000,28998
MAIL,60,20201014,130000,2274.2000000,2292.0000000,2273.0000000,2277.8000000,53561
MAIL,60,20201014,140000,2277.8000000,2279.6000000,2257.8000000,2263.8000000,32913
MAIL,60,20201014,150000,2263.4000000,2277.8000000,2260.6000000,2269.0000000,26016
MAIL,60,20201014,160000,2267.8000000,2280.0000000,2267.4000000,2277.6000000,26297
MAIL,60,20201014,170000,2278.0000000,2286.0000000,2270.0000000,2270.6000000,42502
MAIL,60,20201014,180000,2271.4000000,2280.0000000,2267.2000000,2278.6000000,35056
MAIL,60,20201014,190000,2278.4000000,2282.0000000,2270.2000000,2275.4000000,35641
MAIL,60,20201014,200000,2288.0000000,2288.0000000,2256.2000000,2267.8000000,10083
MAIL,60,20201014,210000,2268.0000000,2269.6000000,2265.6000000,2268.8000000,3481
MAIL,60,20201014,220000,2268.2000000,2270.0000000,2267.2000000,2268.0000000,2767
MAIL,60,20201014,230000,2269.0000000,2270.0000000,2265.8000000,2266.6000000,3933
MAIL,60,20201015,000000,2266.6000000,2267.6000000,2265.2000000,2266.8000000,4232
MAIL,60,20201015,110000,2269.0000000,2269.2000000,2245.0000000,2252.6000000,55512
MAIL,60,20201015,120000,2254.4000000,2259.8000000,2242.6000000,2251.8000000,29953
MAIL,60,20201015,130000,2251.8000000,2257.2000000,2250.0000000,2255.0000000,28322
MAIL,60,20201015,140000,2255.0000000,2259.0000000,2250.0000000,2251.8000000,13333
MAIL,60,20201015,150000,2251.8000000,2252.8000000,2250.0000000,2250.0000000,10593
MAIL,60,20201015,160000,2250.0000000,2252.0000000,2250.0000000,2250.4000000,17341
MAIL,60,20201015,170000,2250.8000000,2260.0000000,2248.4000000,2255.8000000,37080
MAIL,60,20201015,180000,2256.0000000,2265.0000000,2255.4000000,2265.0000000,33285
MAIL,60,20201015,190000,2265.0000000,2265.8000000,2250.0000000,2265.0000000,58838
MAIL,60,20201015,200000,2270.0000000,2270.0000000,2251.4000000,2256.8000000,4283
MAIL,60,20201015,210000,2256.6000000,2257.6000000,2251.0000000,2251.8000000,5366
MAIL,60,20201015,220000,2252.6000000,2253.6000000,2251.0000000,2252.4000000,2651
MAIL,60,20201015,230000,2252.0000000,2255.0000000,2251.0000000,2253.6000000,1757
MAIL,60,20201016,000000,2253.6000000,2257.0000000,2251.6000000,2256.8000000,1696
MAIL,60,20201016,110000,2256.0000000,2262.0000000,2250.0000000,2258.0000000,23823
MAIL,60,20201016,120000,2257.2000000,2269.0000000,2253.0000000,2269.0000000,44289
MAIL,60,20201016,130000,2269.0000000,2287.6000000,2261.0000000,2269.0000000,56382
MAIL,60,20201016,140000,2269.0000000,2280.0000000,2265.8000000,2278.0000000,37399
MAIL,60,20201016,150000,2277.8000000,2280.0000000,2270.0000000,2276.8000000,25552
MAIL,60,20201016,160000,2276.8000000,2290.0000000,2272.8000000,2288.0000000,46702
MAIL,60,20201016,170000,2287.4000000,2309.0000000,2287.4000000,2308.8000000,100538
MAIL,60,20201016,180000,2308.8000000,2318.4000000,2275.0000000,2281.2000000,129349
MAIL,60,20201016,190000,2281.2000000,2300.0000000,2278.0000000,2294.8000000,34832
MAIL,60,20201016,200000,2280.4000000,2298.0000000,2280.4000000,2291.6000000,7974
MAIL,60,20201016,210000,2292.8000000,2295.0000000,2283.6000000,2283.6000000,2405
MAIL,60,20201016,220000,2283.8000000,2288.8000000,2283.0000000,2285.6000000,4009
MAIL,60,20201016,230000,2287.8000000,2288.2000000,2284.0000000,2284.2000000,2621
MAIL,60,20201017,000000,2284.0000000,2290.0000000,2284.0000000,2289.0000000,7482
MAIL,60,20201019,110000,2300.0000000,2324.8000000,2290.6000000,2296.8000000,82455
MAIL,60,20201019,120000,2297.0000000,2299.8000000,2275.4000000,2278.6000000,43969
MAIL,60,20201019,130000,2277.6000000,2304.6000000,2277.2000000,2296.4000000,43378
MAIL,60,20201019,140000,2296.6000000,2299.6000000,2283.2000000,2288.8000000,17441
MAIL,60,20201019,150000,2289.4000000,2301.6000000,2287.2000000,2294.0000000,33511
MAIL,60,20201019,160000,2294.0000000,2306.6000000,2294.0000000,2297.0000000,51091
MAIL,60,20201019,170000,2297.0000000,2299.8000000,2294.0000000,2296.0000000,31505
MAIL,60,20201019,180000,2296.0000000,2303.8000000,2294.0000000,2297.4000000,34826
MAIL,60,20201019,190000,2297.6000000,2304.0000000,2296.0000000,2302.0000000,16975
MAIL,60,20201019,200000,2302.0000000,2304.4000000,2285.0000000,2294.0000000,4977
MAIL,60,20201019,210000,2294.0000000,2298.0000000,2292.0000000,2294.8000000,5053
MAIL,60,20201019,220000,2293.4000000,2296.6000000,2280.0000000,2285.0000000,6824
MAIL,60,20201019,230000,2285.0000000,2288.2000000,2277.0000000,2284.2000000,9527
MAIL,60,20201020,000000,2285.8000000,2299.0000000,2283.0000000,2295.6000000,4568
MAIL,60,20201020,110000,2297.8000000,2301.8000000,2277.0000000,2292.6000000,33690
MAIL,60,20201020,120000,2292.4000000,2305.0000000,2290.0000000,2300.6000000,29127
MAIL,60,20201020,130000,2300.4000000,2303.0000000,2296.0000000,2301.0000000,16151
MAIL,60,20201020,140000,2301.4000000,2301.4000000,2290.2000000,2291.6000000,38882
MAIL,60,20201020,150000,2291.2000000,2294.4000000,2287.0000000,2291.4000000,18504
MAIL,60,20201020,160000,2291.4000000,2292.8000000,2287.0000000,2290.2000000,28180
MAIL,60,20201020,170000,2290.2000000,2291.8000000,2282.2000000,2285.2000000,32515
MAIL,60,20201020,180000,2284.8000000,2285.2000000,2270.2000000,2275.0000000,32564
MAIL,60,20201020,190000,2274.2000000,2278.4000000,2266.0000000,2270.0000000,26051
MAIL,60,20201020,200000,2263.0000000,2270.0000000,2261.0000000,2264.0000000,9548
MAIL,60,20201020,210000,2264.0000000,2276.0000000,2263.8000000,2271.0000000,3991
MAIL,60,20201020,220000,2270.6000000,2272.0000000,2267.4000000,2268.6000000,3000
MAIL,60,20201020,230000,2268.6000000,2270.0000000,2261.0000000,2268.2000000,6679
MAIL,60,20201021,000000,2268.2000000,2270.0000000,2264.2000000,2269.0000000,3329
MAIL,60,20201021,110000,2270.0000000,2273.6000000,2244.0000000,2253.8000000,79433
MAIL,60,20201021,120000,2253.0000000,2256.8000000,2242.2000000,2246.6000000,28263
MAIL,60,20201021,130000,2247.6000000,2257.8000000,2245.0000000,2254.4000000,23871
MAIL,60,20201021,140000,2254.8000000,2254.8000000,2244.0000000,2244.8000000,11325
MAIL,60,20201021,150000,2244.4000000,2251.6000000,2243.6000000,2250.6000000,9324
MAIL,60,20201021,160000,2250.8000000,2252.8000000,2241.8000000,2250.0000000,16672
MAIL,60,20201021,170000,2250.0000000,2250.6000000,2242.8000000,2246.4000000,18199
MAIL,60,20201021,180000,2246.4000000,2256.0000000,2246.4000000,2252.8000000,25817
MAIL,60,20201021,190000,2252.8000000,2265.0000000,2251.0000000,2256.6000000,44257
MAIL,60,20201021,200000,2264.8000000,2268.6000000,2255.2000000,2264.2000000,6403
MAIL,60,20201021,210000,2264.2000000,2265.0000000,2263.0000000,2264.8000000,3142
MAIL,60,20201021,220000,2263.8000000,2265.0000000,2261.2000000,2264.6000000,2804
MAIL,60,20201021,230000,2264.6000000,2267.6000000,2258.0000000,2258.4000000,2519
MAIL,60,20201022,000000,2258.4000000,2260.0000000,2255.6000000,2257.4000000,2551
MAIL,60,20201022,110000,2252.0000000,2267.4000000,2242.2000000,2258.2000000,26797
MAIL,60,20201022,120000,2259.0000000,2274.2000000,2258.4000000,2271.6000000,37294
MAIL,60,20201022,130000,2272.4000000,2272.6000000,2255.0000000,2256.2000000,13049
MAIL,60,20201022,140000,2255.8000000,2263.0000000,2248.6000000,2259.2000000,21610
MAIL,60,20201022,150000,2257.4000000,2270.0000000,2255.8000000,2268.6000000,29750
MAIL,60,20201022,160000,2268.6000000,2268.6000000,2259.8000000,2262.6000000,19149
MAIL,60,20201022,170000,2262.6000000,2263.0000000,2251.0000000,2254.4000000,17308
MAIL,60,20201022,180000,2254.4000000,2257.4000000,2244.0000000,2246.6000000,60403
MAIL,60,20201022,190000,2246.6000000,2249.0000000,2228.4000000,2238.8000000,76444
MAIL,60,20201022,200000,2240.0000000,2240.0000000,2232.2000000,2238.0000000,3217
MAIL,60,20201022,210000,2238.0000000,2248.0000000,2235.8000000,2245.8000000,9093
MAIL,60,20201022,220000,2245.0000000,2250.0000000,2238.2000000,2242.2000000,12726
MAIL,60,20201022,230000,2242.2000000,2249.0000000,2238.2000000,2242.4000000,12978
MAIL,60,20201023,000000,2242.0000000,2251.0000000,2240.2000000,2249.8000000,9104
MAIL,60,20201023,110000,2232.4000000,2250.6000000,2232.0000000,2243.8000000,57911
MAIL,60,20201023,120000,2242.8000000,2248.4000000,2231.0000000,2233.0000000,55744
MAIL,60,20201023,130000,2232.8000000,2245.4000000,2231.4000000,2235.4000000,21721
MAIL,60,20201023,140000,2237.6000000,2239.2000000,2234.0000000,2234.8000000,21832
MAIL,60,20201023,150000,2234.8000000,2238.4000000,2232.0000000,2237.8000000,15299
MAIL,60,20201023,160000,2238.0000000,2240.6000000,2233.0000000,2234.6000000,13937
MAIL,60,20201023,170000,2235.2000000,2243.8000000,2232.8000000,2235.2000000,44325
MAIL,60,20201023,180000,2235.2000000,2238.4000000,2226.0000000,2228.0000000,82325
MAIL,60,20201023,190000,2228.0000000,2238.6000000,2224.4000000,2228.8000000,45061
MAIL,60,20201023,200000,2228.8000000,2241.4000000,2228.8000000,2232.4000000,3651
MAIL,60,20201023,210000,2232.4000000,2238.0000000,2230.0000000,2236.4000000,2223
MAIL,60,20201023,220000,2236.6000000,2238.0000000,2232.6000000,2233.2000000,3179
MAIL,60,20201023,230000,2233.2000000,2237.0000000,2232.6000000,2234.6000000,2240
MAIL,60,20201024,000000,2234.6000000,2242.0000000,2234.6000000,2242.0000000,5556
MAIL,60,20201026,110000,2230.0000000,2320.0000000,2230.0000000,2273.0000000,108155
MAIL,60,20201026,120000,2273.0000000,2275.0000000,2235.0000000,2247.8000000,103344
MAIL,60,20201026,130000,2247.8000000,2270.0000000,2246.4000000,2259.8000000,66512
MAIL,60,20201026,140000,2259.8000000,2274.2000000,2251.0000000,2254.0000000,48565
MAIL,60,20201026,150000,2254.0000000,2262.8000000,2250.8000000,2252.2000000,19109
MAIL,60,20201026,160000,2251.0000000,2274.8000000,2241.0000000,2242.8000000,67673
MAIL,60,20201026,170000,2242.8000000,2252.8000000,2239.4000000,2241.8000000,33799
MAIL,60,20201026,180000,2242.8000000,2244.8000000,2232.6000000,2233.0000000,22271
MAIL,60,20201026,190000,2232.8000000,2236.8000000,2207.2000000,2211.0000000,89501
MAIL,60,20201026,200000,2205.0000000,2217.6000000,2182.0000000,2193.0000000,40890
MAIL,60,20201026,210000,2192.2000000,2203.0000000,2174.0000000,2182.0000000,38832
MAIL,60,20201026,220000,2182.0000000,2186.8000000,2150.0000000,2161.4000000,67884
MAIL,60,20201026,230000,2161.4000000,2167.4000000,2156.0000000,2163.8000000,117972
MAIL,60,20201027,000000,2163.6000000,2176.0000000,2160.6000000,2163.0000000,42851
MAIL,60,20201027,110000,2175.0000000,2178.6000000,2121.2000000,2141.0000000,318448
MAIL,60,20201027,120000,2141.0000000,2144.6000000,2102.0000000,2134.8000000,337320
MAIL,60,20201027,130000,2133.0000000,2168.0000000,2122.8000000,2165.4000000,213437
MAIL,60,20201027,140000,2165.2000000,2180.0000000,2148.0000000,2178.0000000,120027
MAIL,60,20201027,150000,2178.4000000,2178.4000000,2142.0000000,2150.6000000,59249
MAIL,60,20201027,160000,2150.8000000,2167.6000000,2144.0000000,2164.0000000,41746
MAIL,60,20201027,170000,2164.0000000,2174.2000000,2160.0000000,2163.4000000,37161
MAIL,60,20201027,180000,2163.4000000,2170.6000000,2146.2000000,2150.4000000,64121
MAIL,60,20201027,190000,2150.8000000,2153.8000000,2140.0000000,2141.0000000,61275
MAIL,60,20201027,200000,2148.0000000,2148.0000000,2131.0000000,2141.8000000,12768
MAIL,60,20201027,210000,2142.0000000,2159.0000000,2140.0000000,2157.0000000,10570
MAIL,60,20201027,220000,2158.0000000,2160.0000000,2145.0000000,2153.4000000,7827
MAIL,60,20201027,230000,2153.4000000,2155.0000000,2150.0000000,2153.0000000,7359
MAIL,60,20201028,000000,2152.4000000,2155.8000000,2150.0000000,2151.0000000,4445
MAIL,60,20201028,110000,2141.0000000,2159.0000000,2103.0000000,2132.6000000,61099
MAIL,60,20201028,120000,2132.4000000,2154.8000000,2120.0000000,2125.6000000,77248
MAIL,60,20201028,130000,2126.4000000,2128.2000000,2112.0000000,2114.6000000,50570
MAIL,60,20201028,140000,2114.6000000,2127.0000000,2109.0000000,2122.6000000,30892
MAIL,60,20201028,150000,2122.6000000,2126.6000000,2110.0000000,2113.0000000,39157
MAIL,60,20201028,160000,2113.0000000,2121.6000000,2105.0000000,2114.4000000,59076
MAIL,60,20201028,170000,2114.4000000,2116.8000000,2100.4000000,2102.4000000,52508
MAIL,60,20201028,180000,2102.6000000,2104.0000000,2071.2000000,2099.0000000,213213
MAIL,60,20201028,190000,2099.8000000,2135.8000000,2093.6000000,2117.2000000,107524
MAIL,60,20201028,200000,2121.4000000,2127.0000000,2091.2000000,2108.0000000,30094
MAIL,60,20201028,210000,2108.0000000,2118.0000000,2100.8000000,2112.8000000,5437
MAIL,60,20201028,220000,2113.0000000,2121.0000000,2112.2000000,2120.8000000,3652
MAIL,60,20201028,230000,2120.8000000,2125.0000000,2110.0000000,2120.6000000,9107
MAIL,60,20201029,000000,2120.6000000,2121.0000000,2102.2000000,2109.0000000,5899
MAIL,60,20201029,110000,2114.8000000,2248.2000000,2109.0000000,2127.0000000,68873
MAIL,60,20201029,120000,2126.8000000,2127.0000000,2102.0000000,2113.6000000,51128
MAIL,60,20201029,130000,2111.6000000,2118.0000000,2099.8000000,2109.8000000,42588
MAIL,60,20201029,140000,2108.8000000,2137.6000000,2104.0000000,2137.6000000,40053
MAIL,60,20201029,150000,2137.0000000,2137.6000000,2116.4000000,2123.0000000,23507
MAIL,60,20201029,160000,2123.2000000,2124.8000000,2114.8000000,2121.4000000,21411
MAIL,60,20201029,170000,2121.4000000,2133.6000000,2115.0000000,2131.0000000,30960
MAIL,60,20201029,180000,2131.0000000,2132.8000000,2115.2000000,2119.0000000,31981
MAIL,60,20201029,190000,2119.0000000,2123.6000000,2115.0000000,2119.0000000,14256
MAIL,60,20201029,200000,2126.8000000,2126.8000000,2105.0000000,2119.0000000,12541
MAIL,60,20201029,210000,2119.8000000,2123.8000000,2117.2000000,2123.2000000,9179
MAIL,60,20201029,220000,2123.6000000,2127.0000000,2120.0000000,2127.0000000,8664
MAIL,60,20201029,230000,2126.4000000,2130.0000000,2124.4000000,2130.0000000,5369
MAIL,60,20201030,000000,2128.6000000,2135.0000000,2125.0000000,2127.6000000,9497
MAIL,60,20201030,110000,2117.8000000,2117.8000000,2080.0000000,2102.2000000,55525
MAIL,60,20201030,120000,2103.0000000,2106.2000000,2094.6000000,2096.0000000,33823
MAIL,60,20201030,130000,2095.0000000,2098.6000000,2091.0000000,2098.6000000,25910
